RecordID,Date,City,State,Season,Temperature_C,Humidity_%,WindSpeed_kmph,Precipitation_mm,AirPressure_hPa,WeatherCondition
1128,04/01/2023,Kolkata,West Bengal,Monsoon,35.7,71,6.2,4.14,1018.3,Cloudy
1129,01/11/2022,Delhi,Delhi,Winter,10.7,56,14.1,0.43,999.9,Haze
1130,26/06/2022,Delhi,Delhi,Winter,26.4,54,11.8,1.4,1007.1,Fog
1131,14/04/2022,Bangalore,Karnataka,Winter,16,92,32.6,0.42,1017.8,Cloudy
1132,18/04/2024,Pune,Maharashtra,Monsoon,28.9,44,8.5,9,1009,Rain
1133,03/11/2023,Hyderabad,Telangana,Winter,14.2,72,23,0.95,998.1,Sunny
1134,02/11/2023,Hyderabad,Telangana,Autumn,28.2,74,4.9,0.25,1017.3,Fog
1135,25/09/2023,Pune,Maharashtra,Summer,42.6,92,23.4,2.42,1011.3,Fog
1136,27/04/2022,Pune,Maharashtra,Summer,45.4,56,2.3,1.15,1007.9,Storm
1137,10/12/2022,Bangalore,Karnataka,Monsoon,28.3,92,30.9,9,1019.6,Haze
1138,03/01/2024,Jaipur,Rajasthan,Summer,35.5,93,29.5,1.63,998.9,Cloudy
1139,01/07/2022,Ahmedabad,Gujarat,Monsoon,24.4,63,2.4,2.9,1013,Cloudy
1140,31/10/2022,Chennai,Tamil Nadu,Winter,17,70,9.7,1.44,995.7,Sunny
1141,20/11/2022,Ahmedabad,Gujarat,Autumn,22.4,47,22.7,0.27,1019.1,Storm
1142,20/01/2024,Chennai,Tamil Nadu,Monsoon,26.8,49,5,2.06,1011.8,Rain
1143,22/12/2023,Pune,Maharashtra,Monsoon,24.5,82,4.4,5.37,1014.7,Cloudy
1144,24/04/2023,Pune,Maharashtra,Monsoon,27.8,59,17.3,3.67,1013.5,Fog
1145,08/10/2022,Jaipur,Rajasthan,Winter,17.5,52,5.5,0.02,991.4,Cloudy
1146,25/04/2024,Delhi,Delhi,Autumn,26.4,85,21.4,0.68,1015.2,Fog
1147,25/05/2024,Chennai,Tamil Nadu,Monsoon,24.9,76,23,8.61,1002.8,Cloudy
1148,19/08/2023,Jaipur,Rajasthan,Autumn,23.8,72,28.9,1.16,1023.4,Fog
1149,06/04/2023,Mumbai,Maharashtra,Winter,21.3,82,14.8,1.11,1007.8,Sunny
1150,17/04/2022,Kolkata,West Bengal,Summer,34.8,58,31,1.22,1017.5,Haze
1151,20/02/2022,Lucknow,Uttar Pradesh,Autumn,21,43,3.5,0.47,1008.2,Sunny
1152,24/02/2023,Mumbai,Maharashtra,Autumn,33.2,37,26.6,0.37,1009.1,Sunny
1153,14/10/2022,Lucknow,Uttar Pradesh,Winter,21.8,55,1.4,2.03,1013.2,Sunny
1154,31/03/2024,Mumbai,Maharashtra,Autumn,29.8,74,16.4,1.2,1022,Haze
1155,23/09/2023,Bangalore,Karnataka,Summer,31.5,55,1.6,0.8,1020.1,Cloudy
1156,15/05/2023,Pune,Maharashtra,Winter,24.2,93,31.1,0.02,996.8,Haze
1157,02/06/2022,Pune,Maharashtra,Summer,32.1,54,28.3,0.51,1022.6,Rain
1158,24/01/2023,Kolkata,West Bengal,Winter,16.1,51,7.1,0.38,1011.4,Storm
1159,26/04/2022,Pune,Maharashtra,Autumn,24.3,68,29.1,2.53,1004.6,Haze
1160,22/05/2024,Hyderabad,Telangana,Winter,17.5,68,0.7,0.67,1022.1,Storm
1161,26/03/2023,Ahmedabad,Gujarat,Summer,31.1,68,34.9,0.55,1010.7,Rain
1162,06/03/2022,Ahmedabad,Gujarat,Winter,18.8,69,14.7,0.13,1010.3,Cloudy
1163,28/02/2024,Mumbai,Maharashtra,Summer,38,60,2.9,0.49,1011.2,Rain
1164,16/07/2022,Bangalore,Karnataka,Summer,26.8,85,24.9,1.87,1004.9,Haze
1165,21/05/2022,Lucknow,Uttar Pradesh,Summer,29.6,59,17.8,0.93,990.6,Haze
1166,26/06/2022,Kolkata,West Bengal,Winter,17.7,88,13.5,1.42,1009.3,Rain
1167,27/01/2023,Chennai,Tamil Nadu,Summer,34.8,62,8.8,0.64,1010.6,Storm
1168,23/10/2023,Lucknow,Uttar Pradesh,Monsoon,26.8,63,6.3,0.54,1009.3,Cloudy
1169,08/05/2023,Kolkata,West Bengal,Autumn,26.5,53,29.8,2.06,1007.4,Storm
1170,16/06/2022,Jaipur,Rajasthan,Autumn,28,76,13.9,1.31,1013.1,Rain
1171,28/03/2023,Chennai,Tamil Nadu,Autumn,26.5,52,19,1.46,1018.7,Sunny
1172,11/10/2022,Bangalore,Karnataka,Autumn,21.8,50,23.1,0.07,1011.4,Fog
1173,04/08/2022,Chennai,Tamil Nadu,Winter,17.4,74,33.2,0.25,1008.8,Haze
1174,26/10/2022,Lucknow,Uttar Pradesh,Autumn,22.9,56,4.1,1.81,1004.3,Storm
1175,03/06/2023,Lucknow,Uttar Pradesh,Autumn,23.5,51,5.3,0.31,1009.1,Haze
1176,09/03/2024,Lucknow,Uttar Pradesh,Autumn,26,83,34.2,0.83,1002.8,Haze
1177,08/12/2022,Jaipur,Rajasthan,Summer,43.1,56,6.6,0.51,1007.2,Storm
1178,18/03/2022,Ahmedabad,Gujarat,Monsoon,27.2,53,7.9,0.43,1014.3,Haze
1179,25/11/2022,Mumbai,Maharashtra,Winter,16.8,79,0.6,3.64,1018.5,Rain
1180,18/10/2022,Bangalore,Karnataka,Monsoon,31.5,67,30.5,0.19,1009.7,Storm
1181,30/10/2023,Mumbai,Maharashtra,Winter,23.2,38,27.5,0.66,1016.6,Haze
1182,12/10/2023,Chennai,Tamil Nadu,Autumn,22,68,16.6,1.95,1002,Cloudy
1183,14/09/2022,Chennai,Tamil Nadu,Summer,33.9,39,3.4,0.38,1018.5,Fog
1184,13/06/2024,Lucknow,Uttar Pradesh,Autumn,26.2,56,24.6,0.39,992,Sunny
1185,19/07/2022,Chennai,Tamil Nadu,Monsoon,30.2,72,6.7,4.72,1007,Rain
1186,17/09/2022,Pune,Maharashtra,Summer,32.5,41,5.5,0.27,1013.7,Sunny
1187,09/04/2023,Chennai,Tamil Nadu,Winter,20.2,81,23.8,0.93,1015,Sunny
1188,04/03/2022,Kolkata,West Bengal,Autumn,27.4,61,2.1,0.45,1016.9,Haze
1189,29/09/2023,Chennai,Tamil Nadu,Monsoon,27.3,56,23.7,2.13,1010.6,Storm
1190,22/06/2023,Mumbai,Maharashtra,Summer,31.6,69,14.9,0.5,1013.8,Cloudy
1191,07/09/2022,Kolkata,West Bengal,Summer,35.5,92,28,1,1011.1,Rain
1192,02/03/2024,Kolkata,West Bengal,Winter,20.7,38,24,0.66,1021.4,Sunny
1193,30/11/2023,Lucknow,Uttar Pradesh,Winter,16.3,51,25.4,0.5,1008.2,Haze
1194,04/03/2023,Delhi,Delhi,Winter,27.6,45,0.5,1.44,1009.9,Cloudy
1195,13/05/2024,Ahmedabad,Gujarat,Monsoon,25.2,84,7.1,1.74,1005,Cloudy
1196,04/08/2022,Lucknow,Uttar Pradesh,Winter,20.4,35,24,1.19,1014.6,Cloudy
1197,27/01/2024,Pune,Maharashtra,Winter,17.7,62,10.5,0.11,1013.4,Sunny
1198,19/12/2022,Ahmedabad,Gujarat,Monsoon,27.8,70,29.5,0.99,1011.4,Cloudy
1199,16/02/2022,Bangalore,Karnataka,Winter,17.5,66,2.9,1.05,1006.3,Haze
1200,16/03/2022,Ahmedabad,Gujarat,Winter,15.1,63,22.5,1.41,998.6,Fog
1201,03/01/2022,Pune,Maharashtra,Autumn,25.9,93,32,10.87,1009.4,Storm
1202,28/08/2022,Ahmedabad,Gujarat,Autumn,26.9,61,26.4,5.98,1012.9,Cloudy
1203,09/05/2024,Mumbai,Maharashtra,Summer,37.1,56,13.1,0.76,1014.8,Fog
1204,18/03/2023,Kolkata,West Bengal,Winter,18,58,17.7,1.46,994.7,Rain
1205,15/01/2023,Jaipur,Rajasthan,Summer,34.5,43,32.8,0.47,1001.8,Haze
1206,08/02/2023,Mumbai,Maharashtra,Autumn,27.5,82,14.5,0.51,1016.4,Sunny
1207,06/06/2022,Pune,Maharashtra,Summer,35.7,85,20,0.22,1004.7,Sunny
1208,22/02/2024,Delhi,Delhi,Summer,33,40,34.1,0.05,1014.8,Sunny
1209,26/10/2023,Pune,Maharashtra,Autumn,21,66,33.2,2.13,1021.5,Haze
1210,21/10/2022,Ahmedabad,Gujarat,Summer,29.8,64,7.9,0.25,1005.6,Rain
1211,21/10/2023,Pune,Maharashtra,Winter,19,59,28,3.24,1016.2,Cloudy
1212,19/07/2023,Jaipur,Rajasthan,Autumn,21.5,69,11.3,2.57,1010,Cloudy
1213,03/10/2023,Ahmedabad,Gujarat,Autumn,27.4,48,15.8,0.83,1014.7,Storm
1214,07/09/2023,Hyderabad,Telangana,Monsoon,24.1,52,25.9,7.76,1013.6,Storm
1215,05/07/2022,Delhi,Delhi,Monsoon,30.2,84,4.4,6.93,1012.4,Cloudy
1216,20/03/2022,Lucknow,Uttar Pradesh,Summer,30.2,52,5.3,0.07,1010,Haze
1217,31/10/2022,Lucknow,Uttar Pradesh,Summer,38.2,94,22.7,0.83,1012,Haze
1218,25/11/2022,Lucknow,Uttar Pradesh,Winter,17.7,81,17,0.77,1012.3,Fog
1219,13/12/2023,Bangalore,Karnataka,Autumn,25.7,42,7.8,0.82,1009.3,Cloudy
1220,17/01/2023,Chennai,Tamil Nadu,Autumn,23.4,89,25.9,1.28,1012.7,Rain
1221,19/06/2022,Chennai,Tamil Nadu,Monsoon,25.6,54,2.7,12.21,1013.4,Cloudy
1222,01/11/2022,Lucknow,Uttar Pradesh,Autumn,21.6,79,21.7,0.84,1008.6,Cloudy
1223,04/04/2023,Hyderabad,Telangana,Summer,37.7,50,12.8,2.59,1010.6,Sunny
1224,09/10/2023,Delhi,Delhi,Autumn,25.3,77,15.8,0.38,1005.1,Rain
1225,22/03/2024,Chennai,Tamil Nadu,Autumn,23.3,37,18.6,2.42,1005.6,Cloudy
1226,06/11/2022,Mumbai,Maharashtra,Summer,29.7,36,26.1,6.39,1012.9,Rain
1227,24/09/2023,Lucknow,Uttar Pradesh,Summer,38.2,45,4.3,2.71,1007.1,Rain
1228,20/01/2022,Mumbai,Maharashtra,Summer,39.8,93,6.3,0.34,1001.3,Fog
1229,22/01/2023,Kolkata,West Bengal,Summer,32.2,42,23.1,0.96,1011.1,Rain
1230,19/04/2023,Chennai,Tamil Nadu,Summer,36.4,84,5.3,0.23,1001.6,Haze
1231,11/02/2024,Mumbai,Maharashtra,Summer,32.8,48,9,0.38,1015.9,Rain
1232,18/02/2024,Hyderabad,Telangana,Winter,15.2,80,16.9,3.87,1020.6,Sunny
1233,24/01/2022,Kolkata,West Bengal,Autumn,25.9,58,4.6,0.46,1002.3,Cloudy
1234,13/06/2023,Kolkata,West Bengal,Monsoon,26.8,77,12.4,5.25,1019.1,Storm
1235,30/03/2024,Lucknow,Uttar Pradesh,Summer,35.2,39,0.1,0.51,1011.1,Fog
1236,14/03/2024,Ahmedabad,Gujarat,Winter,20.1,55,9.3,0.04,1012.8,Cloudy
1237,13/12/2023,Jaipur,Rajasthan,Monsoon,25.6,87,22.5,2.59,1006.2,Haze
1238,10/10/2023,Mumbai,Maharashtra,Monsoon,22.2,37,3.3,6.74,1015.9,Rain
1239,23/11/2022,Lucknow,Uttar Pradesh,Winter,14.3,88,12.3,1.15,1016.8,Sunny
1240,14/06/2024,Delhi,Delhi,Monsoon,30.8,92,26.3,3.26,1016.9,Cloudy
1241,25/09/2023,Jaipur,Rajasthan,Winter,19.5,49,8,1.58,1021.1,Cloudy
1242,21/02/2023,Bangalore,Karnataka,Summer,36.3,36,6.5,2.89,1013,Sunny
1243,28/08/2023,Hyderabad,Telangana,Summer,29.8,48,17.2,0.87,1007.9,Fog
1244,02/01/2023,Chennai,Tamil Nadu,Winter,7.9,88,17.8,5.41,1012.1,Haze
1245,15/01/2024,Bangalore,Karnataka,Winter,16.5,40,23.3,0.32,1014.7,Rain
1246,13/10/2023,Kolkata,West Bengal,Summer,30.9,68,3.1,0.02,1020.8,Rain
1247,02/09/2023,Chennai,Tamil Nadu,Summer,32.7,83,11.3,0.05,1010,Storm
1248,01/05/2022,Mumbai,Maharashtra,Autumn,27.3,80,15.3,0.12,1014.3,Fog
1249,21/02/2023,Bangalore,Karnataka,Autumn,26.2,83,32,2.13,1017.3,Sunny
1250,25/01/2022,Bangalore,Karnataka,Monsoon,27.7,44,14.8,0.67,1017.2,Storm
1251,18/05/2024,Delhi,Delhi,Summer,26.6,47,25.2,1.98,1018.6,Haze
1252,09/01/2022,Mumbai,Maharashtra,Monsoon,21.4,49,1.1,12.21,1019.9,Cloudy
1253,06/01/2024,Delhi,Delhi,Summer,34,71,18,0.02,1015.6,Cloudy
1254,29/12/2023,Bangalore,Karnataka,Monsoon,25.3,88,35,2.39,1011.3,Storm
1255,13/02/2024,Kolkata,West Bengal,Monsoon,33.2,68,3.3,0.95,1010.7,Rain
1256,23/03/2024,Pune,Maharashtra,Summer,33.4,93,27.5,0.24,1004.8,Fog
1257,10/07/2023,Lucknow,Uttar Pradesh,Summer,39.4,74,12.5,0.5,1003.2,Fog
1258,09/03/2024,Chennai,Tamil Nadu,Autumn,24.2,61,16.1,0.91,1001.4,Rain
1259,07/06/2023,Delhi,Delhi,Summer,35.6,89,32.2,1.33,1013.1,Storm
1260,22/03/2022,Pune,Maharashtra,Winter,14.1,89,21.9,3.08,997.8,Storm
1261,22/08/2023,Hyderabad,Telangana,Autumn,25.9,94,3.7,1.16,1008.9,Fog
1262,15/09/2023,Kolkata,West Bengal,Autumn,26.8,67,13.7,1.04,1001.4,Haze
1263,21/08/2022,Delhi,Delhi,Summer,29.1,94,22.4,0.48,1010.1,Fog
1264,15/04/2023,Hyderabad,Telangana,Autumn,26,50,0.4,0.23,1001.3,Sunny
1265,13/02/2024,Hyderabad,Telangana,Monsoon,25.1,53,15,0.01,1008.1,Sunny
1266,11/04/2023,Bangalore,Karnataka,Winter,18.4,52,32.1,1.05,998.1,Storm
1267,13/04/2022,Chennai,Tamil Nadu,Winter,15.9,61,25.4,0.87,1014.2,Sunny
1268,29/05/2023,Lucknow,Uttar Pradesh,Summer,29.1,88,20,0.28,1001.7,Haze
1269,12/02/2023,Jaipur,Rajasthan,Autumn,25.1,77,9.4,0.14,1013.8,Sunny
1270,27/03/2022,Ahmedabad,Gujarat,Winter,20.1,38,7,0.37,1008,Fog
1271,28/08/2023,Bangalore,Karnataka,Monsoon,24.5,58,29.7,3.55,1011.2,Cloudy
1272,06/09/2022,Chennai,Tamil Nadu,Monsoon,32.8,63,34.3,11.87,1001.4,Storm
1273,10/10/2023,Jaipur,Rajasthan,Autumn,21.2,78,21,1.34,995.7,Storm
1274,07/06/2022,Mumbai,Maharashtra,Monsoon,31.8,38,24.7,1.21,1017,Haze
1275,24/12/2022,Kolkata,West Bengal,Summer,33.4,91,20.2,0.65,1013.4,Cloudy
1276,10/05/2024,Pune,Maharashtra,Autumn,24,43,18.3,3.52,994.7,Storm
1277,29/07/2022,Kolkata,West Bengal,Summer,33.9,55,6,1.75,1012.7,Storm
1278,09/10/2023,Bangalore,Karnataka,Winter,13.1,50,11.1,0.06,1011.5,Cloudy
1279,07/11/2022,Delhi,Delhi,Autumn,23.8,50,28.4,0.27,1021.6,Sunny
1280,05/01/2023,Hyderabad,Telangana,Winter,19.4,46,23,0.28,1012.5,Fog
1281,10/11/2023,Hyderabad,Telangana,Autumn,24.2,91,5.3,2.03,1014.5,Rain
1282,15/01/2023,Hyderabad,Telangana,Winter,20.5,65,21.4,0.28,1004.2,Storm
1283,23/11/2022,Jaipur,Rajasthan,Summer,33.6,57,1.2,0.27,1017.6,Fog
1284,21/01/2022,Bangalore,Karnataka,Autumn,30.7,71,34.6,0.23,1003.4,Sunny
1285,05/10/2022,Mumbai,Maharashtra,Autumn,24.5,38,14.2,0.25,1003.5,Haze
1286,28/10/2022,Bangalore,Karnataka,Winter,19.1,83,33.4,0.54,1014.1,Rain
1287,27/02/2024,Kolkata,West Bengal,Summer,31.7,91,3.9,0.97,1011.7,Cloudy
1288,17/02/2024,Ahmedabad,Gujarat,Winter,24.8,91,8.1,0.76,1015.9,Storm
1289,30/08/2023,Pune,Maharashtra,Autumn,25.7,42,11.1,1.1,1003,Cloudy
1290,13/01/2023,Chennai,Tamil Nadu,Summer,23.4,53,18.8,1.77,1016.3,Rain
1291,21/03/2022,Bangalore,Karnataka,Autumn,26.6,44,21,0.62,1007.4,Cloudy
1292,17/03/2024,Bangalore,Karnataka,Summer,30.4,83,30.3,1.66,1010.2,Haze
1293,16/11/2023,Mumbai,Maharashtra,Winter,19.6,72,7.4,3.11,1005.5,Sunny
1294,04/01/2024,Pune,Maharashtra,Autumn,32.6,83,13.9,1.7,1016.1,Cloudy
1295,07/03/2022,Chennai,Tamil Nadu,Monsoon,25.4,54,14.6,3.05,1012.4,Rain
1296,21/03/2022,Delhi,Delhi,Autumn,23.1,92,4.9,0.02,1010.1,Haze
1297,11/04/2023,Ahmedabad,Gujarat,Winter,27.2,81,8.1,0.1,1012.8,Storm
1298,07/04/2022,Delhi,Delhi,Summer,32,76,28.9,0.35,1012.3,Sunny
1299,19/03/2023,Ahmedabad,Gujarat,Summer,34.1,39,24.3,0.19,1010.1,Haze
1300,02/03/2023,Mumbai,Maharashtra,Winter,16.6,64,26.9,0.29,1005.7,Storm
1301,02/05/2024,Chennai,Tamil Nadu,Winter,13.9,94,20.5,0.31,1018.6,Fog
1302,30/08/2022,Delhi,Delhi,Monsoon,22.7,63,14.8,1.3,1005.9,Sunny
1303,27/02/2023,Jaipur,Rajasthan,Monsoon,29.5,62,10.8,3.09,1009.5,Rain
1304,08/11/2022,Hyderabad,Telangana,Winter,22.8,74,21.3,0.9,1010.8,Storm
1305,15/09/2023,Mumbai,Maharashtra,Monsoon,26.9,41,13.9,3.82,996.2,Storm
1306,25/07/2023,Ahmedabad,Gujarat,Summer,17.7,55,22.4,0.79,1005.4,Fog
1307,17/08/2022,Delhi,Delhi,Winter,13.4,43,33,2.51,1002.6,Haze
1308,25/02/2023,Lucknow,Uttar Pradesh,Monsoon,32.8,71,8.9,4.99,1006.7,Storm
1309,12/03/2024,Delhi,Delhi,Autumn,26.8,56,17,1.9,1005.3,Cloudy
1310,02/11/2022,Jaipur,Rajasthan,Summer,38.2,77,10.1,0.31,1009.6,Fog
1311,10/06/2022,Hyderabad,Telangana,Monsoon,30.7,62,20.4,0.3,1019.1,Fog
1312,10/09/2023,Kolkata,West Bengal,Autumn,25.7,89,17.9,0.71,1018.5,Haze
1313,13/01/2022,Mumbai,Maharashtra,Autumn,23,45,9.7,0.87,1015.9,Sunny
1314,23/03/2023,Kolkata,West Bengal,Winter,17.3,53,0.6,0.08,1010.1,Storm
1315,05/04/2024,Lucknow,Uttar Pradesh,Monsoon,25.8,93,21.5,0.38,1014.8,Cloudy
1316,09/05/2024,Delhi,Delhi,Summer,33.9,84,29.4,0.9,1014.5,Storm
1317,06/01/2022,Ahmedabad,Gujarat,Summer,32.8,67,11.9,1.31,1012.7,Fog
1318,14/02/2024,Lucknow,Uttar Pradesh,Autumn,30.5,84,25.5,1.31,1009.3,Storm
1319,27/04/2024,Ahmedabad,Gujarat,Winter,15.6,55,7.4,0.76,999.6,Cloudy
1320,20/07/2022,Jaipur,Rajasthan,Summer,31.4,53,12.7,0.59,1008.4,Storm
1321,03/02/2023,Bangalore,Karnataka,Winter,18.5,60,16.3,2.75,1014.5,Rain
1322,18/09/2022,Delhi,Delhi,Winter,21.7,36,16.9,0.68,1009.4,Rain
1323,02/01/2023,Lucknow,Uttar Pradesh,Winter,18.9,85,8.5,0.7,1010.8,Storm
1324,19/12/2023,Hyderabad,Telangana,Autumn,21.9,92,1.3,0.18,1008.8,Fog
1325,08/02/2022,Lucknow,Uttar Pradesh,Monsoon,33.7,59,26.7,3.88,1013.4,Storm
1326,15/01/2024,Kolkata,West Bengal,Winter,18.7,37,17.9,2.7,1000.4,Rain
1327,06/07/2023,Hyderabad,Telangana,Winter,23.5,40,4.3,0.41,1008.2,Haze
1328,22/01/2022,Mumbai,Maharashtra,Autumn,22.3,83,30.4,0,998.5,Fog
1329,08/02/2023,Jaipur,Rajasthan,Winter,10.3,55,7,1.98,998.9,Rain
1330,22/01/2024,Pune,Maharashtra,Monsoon,22.9,60,19.2,0.34,1012.7,Rain
1331,14/06/2023,Jaipur,Rajasthan,Monsoon,28.6,35,15.8,3.98,1018.4,Rain
1332,08/02/2023,Jaipur,Rajasthan,Autumn,28,42,2.3,0.77,1011.5,Storm
1333,08/05/2024,Jaipur,Rajasthan,Monsoon,25.9,60,8,4.63,1008.9,Fog
1334,17/11/2022,Lucknow,Uttar Pradesh,Monsoon,31.3,80,27.6,3.69,1023.1,Storm
1335,22/10/2022,Chennai,Tamil Nadu,Autumn,22.6,84,6.4,0.27,1013.8,Cloudy
1336,27/08/2023,Chennai,Tamil Nadu,Winter,20.4,35,24.6,1.79,1003.1,Sunny
1337,14/06/2022,Chennai,Tamil Nadu,Monsoon,22,53,3.4,8.18,1015.1,Storm
1338,05/09/2023,Pune,Maharashtra,Winter,19.6,47,17.8,0.55,998.4,Rain
1339,21/04/2022,Pune,Maharashtra,Monsoon,30.2,87,30.9,0.67,1011.3,Sunny
1340,03/03/2022,Chennai,Tamil Nadu,Autumn,26.2,91,1.8,1.45,1004.5,Rain
1341,21/04/2023,Lucknow,Uttar Pradesh,Monsoon,30.2,58,29.8,1.21,1013.4,Haze
1342,04/06/2022,Chennai,Tamil Nadu,Winter,22.7,91,32.3,0.58,1011.4,Fog
1343,04/06/2024,Pune,Maharashtra,Autumn,24.8,91,23.1,1,1011.1,Cloudy
1344,04/01/2024,Hyderabad,Telangana,Monsoon,24.9,40,11.7,1.25,1013.8,Rain
1345,08/12/2023,Jaipur,Rajasthan,Autumn,23.9,76,24.5,0.68,1003.9,Storm
1346,28/02/2024,Kolkata,West Bengal,Winter,19,83,26,2.56,1012.4,Fog
1347,23/12/2022,Lucknow,Uttar Pradesh,Autumn,27.1,57,25.8,0.32,1019.6,Storm
1348,13/03/2023,Bangalore,Karnataka,Monsoon,24.4,58,23.9,0.24,1013.1,Haze
1349,28/02/2023,Mumbai,Maharashtra,Summer,42.8,45,14,0.34,1003.9,Fog
1350,18/07/2022,Kolkata,West Bengal,Monsoon,26.2,71,34.6,1.03,994.9,Fog
1351,01/05/2023,Delhi,Delhi,Monsoon,27.5,57,20.5,2.47,1026.7,Haze
1352,01/12/2022,Mumbai,Maharashtra,Summer,37.3,55,31.3,1.17,1008.3,Rain
1353,31/05/2023,Ahmedabad,Gujarat,Summer,39.7,57,19,3.36,1007,Cloudy
1354,24/02/2022,Delhi,Delhi,Autumn,26.7,67,25,0.22,1016.2,Sunny
1355,06/01/2023,Delhi,Delhi,Summer,33.6,61,8.8,0.13,1018.4,Fog
1356,11/06/2022,Jaipur,Rajasthan,Autumn,29.4,72,3.3,0.66,1006.1,Haze
1357,20/06/2023,Delhi,Delhi,Autumn,25.2,81,30.4,0.06,1018.3,Sunny
1358,05/06/2023,Bangalore,Karnataka,Summer,36.2,93,7.6,0.12,1004.8,Storm
1359,30/04/2023,Mumbai,Maharashtra,Summer,32.5,38,4.8,0.81,1006,Haze
1360,02/08/2022,Ahmedabad,Gujarat,Summer,41.3,53,34.6,3.64,1005,Fog
1361,05/02/2022,Bangalore,Karnataka,Monsoon,25.8,78,26.2,2.48,1007.2,Storm
1362,23/10/2023,Pune,Maharashtra,Monsoon,28.8,70,28.2,1.08,1010.3,Storm
1363,10/03/2024,Jaipur,Rajasthan,Summer,35.1,48,21.3,0.56,1018,Fog
1364,03/12/2022,Hyderabad,Telangana,Winter,20.1,65,22.8,1.69,1006.2,Fog
1365,25/01/2022,Delhi,Delhi,Autumn,28.5,81,10.2,4.05,999.4,Rain
1366,06/11/2022,Kolkata,West Bengal,Monsoon,23.5,68,24,14.45,1002.9,Storm
1367,18/01/2022,Mumbai,Maharashtra,Winter,24.4,45,16.1,0.87,1004.3,Cloudy
1368,22/07/2023,Pune,Maharashtra,Autumn,31.8,92,33.1,0.24,1009.8,Fog
1369,29/03/2022,Pune,Maharashtra,Autumn,21.7,56,34.6,0.57,1017.9,Haze
1370,14/07/2023,Delhi,Delhi,Summer,29.4,82,5.4,0.35,1017.7,Haze
1371,08/09/2023,Delhi,Delhi,Summer,34.5,82,2.5,3.05,1000.5,Sunny
1372,08/02/2024,Ahmedabad,Gujarat,Autumn,28.5,71,22.6,0.03,1015.3,Rain
1373,16/04/2024,Chennai,Tamil Nadu,Autumn,27.9,35,20.9,2.66,1006.5,Storm
1374,05/05/2022,Chennai,Tamil Nadu,Monsoon,21.4,72,17.7,5.76,1017.2,Sunny
1375,13/01/2023,Mumbai,Maharashtra,Monsoon,28.9,90,15.8,1.12,1009.8,Storm
1376,25/10/2022,Delhi,Delhi,Summer,37,64,15.3,1.47,1019.2,Haze
1377,15/11/2022,Jaipur,Rajasthan,Summer,23.4,65,30.9,1.8,1018.3,Rain
1378,24/06/2022,Jaipur,Rajasthan,Autumn,26.9,61,1.9,0.79,1002.6,Fog
1379,29/03/2022,Mumbai,Maharashtra,Autumn,21.8,35,0.2,0.78,998.1,Cloudy
1380,23/04/2022,Mumbai,Maharashtra,Autumn,26.3,38,28.9,2.92,1006.5,Sunny
1381,07/06/2024,Kolkata,West Bengal,Autumn,25.4,38,10,1.71,1007.6,Fog
1382,13/09/2023,Mumbai,Maharashtra,Summer,36.5,40,31.1,1.89,1009.8,Cloudy
1383,22/01/2024,Jaipur,Rajasthan,Monsoon,30.9,48,19.7,0.67,1004.9,Storm
1384,10/06/2022,Chennai,Tamil Nadu,Summer,37.7,91,16.9,2.17,1011.4,Haze
1385,24/10/2023,Ahmedabad,Gujarat,Winter,14.5,42,20.5,0.49,1008,Storm
1386,15/01/2023,Jaipur,Rajasthan,Monsoon,28.4,48,9.5,2.84,1001,Storm
1387,10/04/2023,Mumbai,Maharashtra,Monsoon,27.5,40,6.4,3.35,1011.3,Sunny
1388,12/04/2022,Ahmedabad,Gujarat,Autumn,24.2,49,6.5,0.16,1010.8,Haze
1389,02/10/2022,Jaipur,Rajasthan,Summer,29.9,75,23,0.37,1008.8,Rain
1390,04/11/2022,Jaipur,Rajasthan,Winter,7.9,94,2.7,0.19,1017.5,Rain
1391,02/03/2022,Kolkata,West Bengal,Monsoon,25.2,63,19.5,8.04,1002.9,Sunny
1392,20/12/2023,Pune,Maharashtra,Monsoon,31.8,46,9.3,18.61,1003.7,Storm
1393,23/08/2022,Hyderabad,Telangana,Summer,32.2,74,5.9,0.02,1021.7,Cloudy
1394,21/05/2024,Ahmedabad,Gujarat,Monsoon,27.4,39,11.3,2.99,1019.3,Sunny
1395,22/07/2023,Chennai,Tamil Nadu,Summer,33.8,47,13.9,1.38,1013.8,Haze
1396,07/04/2023,Hyderabad,Telangana,Monsoon,28.5,51,33.4,0.5,1019.9,Storm
1397,10/10/2023,Bangalore,Karnataka,Autumn,28.8,59,25.2,0.35,1014,Sunny
1398,20/03/2023,Jaipur,Rajasthan,Summer,34.8,59,26,0.19,1001.1,Fog
1399,13/08/2022,Ahmedabad,Gujarat,Summer,37.4,90,29,0.03,1010.1,Storm
1400,26/04/2022,Jaipur,Rajasthan,Summer,35,50,2.4,1.05,1007.1,Sunny
1401,11/12/2022,Delhi,Delhi,Autumn,27.2,94,19.1,1.53,1002.1,Sunny
1402,28/01/2024,Hyderabad,Telangana,Summer,34.8,67,32.2,1.36,1011.4,Sunny
1403,17/04/2024,Mumbai,Maharashtra,Autumn,26.8,48,7.3,1.03,1014.1,Fog
1404,13/10/2022,Ahmedabad,Gujarat,Monsoon,27.5,89,27,0.32,1004.4,Cloudy
